statement,label_binary
"Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.",0
Says Obama promised to cut the deficit in half.,0
Says U.S. Senate opponent Ron Johnson is opposed to all government-assisted student loans.,0
Wisconsin is 38th in the country in terms of proficiency standards in student testing.,0
"The president won the youth vote 3 to1, but his numbers have dropped 20, 30 percent among the youth.",0
"South Carolina has a labor shortage, specifically in the meatpacking industry.",0
Travis County now has the highest urban county tax rate in Texas.,0
The Georgia Secretary of States Office and the Georgia State Elections Board investigate and penalize hundreds of people guilty of election fraud.,0
"Florida doesnt regulate assault weapons or .50 caliber rifles or large-capacity ammunition magazines. It doesnt require a permit to purchase a gun. It doesnt require any registration, whatsoever.",0
There is no planned air-conditioned restaurant out on the Lens.,0
(McCain) was opposed to ethanol. Now he's for it.,0
Says businesses already pay most of the taxes.,0
State agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking.,0
"Says although the unemployment rate seems to be improving, it does not reflect real job creation -- its caused by a shrinking of the actual labor force.",0
I'm proud to have had a 100 percent pro-life voting record.,0
"Because of the new health care law, 2.5 million young adults now have coverage.",0
Says Jeff Stone = Scott Walker.,0
Wisconsins dead last in Midwest job growth.,0
(The Opportunity Scholarship Act) would be funded directly from public school budgets. So it would absolutely take money out of the public school system to transfer to private and religious schools.,0
Romney adviser admits Romneycare was blueprint for Obamacare.,0
The two worst counties for (Medicaid) fraud in the country -- not state -- are Dade and Broward county.,0
Says Jeb Bush said low-income women should get their life together and find a husband.,0
Much more than 50 percentof parents out there are spankers.,0
"Theres never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens.",0
"A typical married couple will contribute $119,000 into Medicare but will receive $357,000 in Medicare benefits over their lifetimes.",0
"In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city.",0
"Says that in 2008, President Barack Obama said normalization with Cuba would first require liberation of all political prisoners and some basic steps toward freedom, including freedom of the press, political parties, labor unions.",0
"Given the results of the primary, the vote of one New Hampshire superdelegate is equal to the votes of about 10,000 grassroots activists.",0
"Mike Trainor...still owes $250,000 to the state.",0
The five Taliban detainees being released from Guantanamo in exchange for captured Army Sgt. Bowe Bergdahl are the hardest of the hard-core. These are the highest high-risk people.,0
Federal investigators found a company that (David Perdue) ran discriminated against women -- paid them less than men for the same work.,0
"We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.",0
Congress as a whole is less popular than its been since polling was invented.,0
The mayor said 'if you happen to be in this country in an undocumented status . . . then we welcome you here. We want you here. We'll protect you here.' ,0
When is a farm bill not a farm bill? When 90 percent of it is for food stamps.,0
Accidents are down 50 percent and injury accidents are down 60 percent in the rebuilt Marquette Interchange in Milwaukee.,0
